contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
749,4B wants you to make her husband disappear.,1493,1875,5163,Top 5 Funny,False,True,43,Human
749,It's Tom's way of telling everyone I'm pregnant.,1475,2462,5805,Top 5 Funny,False,True,48,Human
749,"[Texting]...he poured me a glass of wine, took me out onto his balcony and said 'this is where the magic happens.' """,1319,2003,5078,Top 5 Funny,False,False,116,Human
749,They’re not impressed. They say Mr. Renault two balconies below us is juggling three penguins and a brick of Gorgonzola.,1298,2191,5311,Top 5 Funny,False,True,120,Human
749,"You've got two million followers, Frank, but most of them are rabbits.",1149,2163,4797,Top 5 Funny,False,True,70,Human
749,It's Tom's way of telling everyone I'm pregnant.,1475,2462,5805,Top 5 Unfunny,False,True,48,Human
749,They’re not impressed. They say Mr. Renault two balconies below us is juggling three penguins and a brick of Gorgonzola.,1298,2191,5311,Top 5 Unfunny,False,True,120,Human
749,"You've got two million followers, Frank, but most of them are rabbits.",1149,2163,4797,Top 5 Unfunny,False,True,70,Human
749,The Johnsons would like to know if we've seen their rabbit.,1139,2066,4829,Top 5 Unfunny,False,True,59,Human
749,"[Texting]...he poured me a glass of wine, took me out onto his balcony and said 'this is where the magic happens.' """,1319,2003,5078,Top 5 Unfunny,False,False,116,Human
