contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
634,"No, thanks--you never know who goes into those things.",5105,7241,15557,Top 5 Funny,False,True,54,Human
634,"He offered us a franchise, but I think it’s a pyramid scheme.",3896,3762,13248,Top 5 Funny,False,True,61,Human
634,"Finally, hotdogs are at the top of the food pyramid.",3039,4009,11105,Top 5 Funny,False,True,52,Human
634,Of course it’s kosher – who do you think built this place?,2802,3675,9778,Top 5 Funny,True,True,58,Human
634,I think it's safe to assume it contains preservatives.,2692,4121,10611,Top 5 Funny,False,True,54,Human
634,"No, thanks--you never know who goes into those things.",5105,7241,15557,Top 5 Unfunny,False,True,54,Human
634,He must be the only one in the whole Middle East actually making concessions.,2406,4246,9715,Top 5 Unfunny,False,True,77,Human
634,No thanks. Those things always get stuck in my sarcophagus.,2316,4191,9711,Top 5 Unfunny,False,True,59,Human
634,It's an old recipe he got from his mummy.,1760,4146,8734,Top 5 Unfunny,False,True,41,Human
634,I think it's safe to assume it contains preservatives.,2692,4121,10611,Top 5 Unfunny,False,True,54,Human
