contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
681,"Mobster, Larry. The invitation said to dress like a mobster.",6317,2974,15726,Top 5 Funny,False,True,60,Human
681,You pinch me one more time and your going to find yourself in hot water.,5779,3512,14651,Top 5 Funny,False,True,72,Human
681,Do that again and I'll put the rubber bands back on.,5530,3743,15610,Top 5 Funny,False,True,52,Human
681,I can’t believe you wore shorts. EVERYONE was staring.,4821,3621,13369,Top 5 Funny,False,True,54,Human
681,"When you said on the phone "" I'm Claude""  , I assumed it was your name.",4017,3994,12201,Top 5 Funny,False,True,71,Human
681,I thought you said your relatives were mobsters,2373,4119,10862,Top 5 Unfunny,False,False,47,Human
681,"When you said on the phone "" I'm Claude""  , I assumed it was your name.",4017,3994,12201,Top 5 Unfunny,False,True,71,Human
681,It's not the claws. It's the screaming every time you get in the hot tub.,3720,3975,12283,Top 5 Unfunny,False,True,73,Human
681,I thought you said selfish.,2387,3920,10427,Top 5 Unfunny,False,True,27,Human
681,Let’s just skip the foreplay.,2343,3895,9404,Top 5 Unfunny,False,True,29,Human
