contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
611,"If he can be President, I can fly.",1626,2509,5799,Top 5 Funny,False,True,34,Human
611,"Believe me, I’ve tested a lot worse things when I was in pharmaceuticals.",1448,2110,5452,Top 5 Funny,False,True,73,Human
611,"You need good wings to fly; a lot of people don’t know that. I know wings. I’ve got the best wings! No one ever mentions that. No one has better wings, believe me! I’m going to do so much flying you’re going to get tired of seeing me flying!",1438,2676,5551,Top 5 Funny,False,True,241,Human
611,"""Fine, but for our second date you are coming sewer rafting"".",1380,2294,5642,Top 5 Funny,False,True,61,Human
611,"Yeah, but I identify as a pigeon.",1338,2380,5743,Top 5 Funny,False,True,33,Human
611,"You need good wings to fly; a lot of people don’t know that. I know wings. I’ve got the best wings! No one ever mentions that. No one has better wings, believe me! I’m going to do so much flying you’re going to get tired of seeing me flying!",1438,2676,5551,Top 5 Unfunny,False,True,241,Human
611,"If he can be President, I can fly.",1626,2509,5799,Top 5 Unfunny,False,True,34,Human
611,Wait... I was adopted?,1179,2412,5417,Top 5 Unfunny,True,True,22,Human
611,Because it still beats flying United.,957,2410,4728,Top 5 Unfunny,False,True,37,Human
611,Either way I’ll be a smash on Broadway.,1164,2385,5230,Top 5 Unfunny,False,True,39,Human
