contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
714,"At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.",4714,3354,12981,Top 5 Funny,False,True,135,Human
714,"God, I cannot wait until they go back to work",4129,2982,11683,Top 5 Funny,False,False,45,Human
714,It was times like these that Mr. Snuffles most regretted being declawed.,3463,3114,10754,Top 5 Funny,False,True,72,Human
714,"When you suggested wine, the hot tub, your balls and my pussy, I expected something different.",3441,3222,8962,Top 5 Funny,False,True,94,Human
714,"Get adopted,” they said. “It’ll be fun,” they said",3022,3278,10240,Top 5 Funny,False,False,50,Human
714,"Tonight, your bottom dresser drawer is my litter box.",2852,3618,9954,Top 5 Unfunny,False,True,53,Human
714,I’m still ignoring you,2333,3384,9069,Top 5 Unfunny,False,False,22,Human
714,"At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.",4714,3354,12981,Top 5 Unfunny,False,True,135,Human
714,God I wish they’d had kids,2225,3345,9383,Top 5 Unfunny,False,False,26,Human
714,"Get adopted,” they said. “It’ll be fun,” they said",3022,3278,10240,Top 5 Unfunny,False,False,50,Human
