contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
726,"Once they choose their queen, honey, it’s really hard to change their minds.",2908,1426,7283,Top 5 Funny,False,True,76,Human
726,Mojitos...she ordered two MOJITOS!,2793,4227,10655,Top 5 Funny,False,True,34,Human
726,"Six months ago, this would have made the news.",2307,3816,9699,Top 5 Funny,False,True,46,Human
726,I asked you to go get two MOJITOS!!!,1875,2306,6521,Top 5 Funny,False,True,36,Human
726,Relax! The president says they're harmless.,1826,2620,6675,Top 5 Funny,False,True,43,Human
726,Mojitos...she ordered two MOJITOS!,2793,4227,10655,Top 5 Unfunny,False,True,34,Human
726,"Six months ago, this would have made the news.",2307,3816,9699,Top 5 Unfunny,False,True,46,Human
726,Am I still the worst thing that’s ever happened to you Bethany?,1716,2962,7052,Top 5 Unfunny,True,True,63,Human
726,"Let's go to Texas,"" you said. ""Everything's bigger in Texas,"" you said. ""It'll be great,"" you said.",1343,2860,6481,Top 5 Unfunny,False,True,99,Human
726,Relax! The president says they're harmless.,1826,2620,6675,Top 5 Unfunny,False,True,43,Human
