contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
835,"Sir, this is a Whole Foods. The only payment we accept is an arm and a leg.",1300,3007,5784,Top 5 Funny,False,True,75,Human
835,"If you're going to bury that here, you need to buy something.",1173,3065,6156,Top 5 Funny,False,True,61,Human
835,Sorry sir there was a typo it should have read elderly Pilates meet up.,1113,3063,5653,Top 5 Funny,False,True,71,Human
835,And stop calling me wench.,1056,2979,5795,Top 5 Funny,False,True,26,Human
835,I just swabbed that floor.,1039,3321,6472,Top 5 Funny,False,True,26,Human
835,"Sir, as I said, there’s an ATM on the corner.",824,3950,6366,Top 5 Unfunny,False,True,45,Human
835,"Sir, there are no sirens here. That’s just our logo.",558,3593,5575,Top 5 Unfunny,False,True,52,Human
835,"Sorry, we're cashless.",592,3588,5835,Top 5 Unfunny,False,True,22,Human
835,I still need to see your ID!!!,582,3585,5609,Top 5 Unfunny,False,True,30,Human
835,Uhhh…we’re cashless.,546,3559,5686,Top 5 Unfunny,False,True,20,Human
