contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
707,This was easier to carry when it was flat.,7026,3316,17899,Top 5 Funny,False,True,42,Human
707,Next week I'll move Heaven for you.,5915,4007,16514,Top 5 Funny,False,True,35,Human
707,It’s mostly water weight”,4507,3267,13072,Top 5 Funny,False,False,25,Human
707,"Because not everyone gets to work from home, Joyce",3601,3567,11469,Top 5 Funny,False,False,50,Human
707,This was easier when the world was flat.,3444,2943,10689,Top 5 Funny,False,True,40,Human
707,I’ll myth you too.,2953,4785,11149,Top 5 Unfunny,False,True,18,Human
707,Next week I'll move Heaven for you.,5915,4007,16514,Top 5 Unfunny,False,True,35,Human
707,"The world doesn't revolve around you, Helen.",2571,3591,9960,Top 5 Unfunny,False,True,44,Human
707,"Because not everyone gets to work from home, Joyce",3601,3567,11469,Top 5 Unfunny,False,False,50,Human
707,"Wow, look how close earth is to Uranus.",2366,3532,7973,Top 5 Unfunny,False,True,39,Human
