contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
877,We need to talk.,652,2162,3457,Top 5 Funny,False,True,16,Human
877,I'm so glad you didn't invite Dick.,388,1133,1887,Top 5 Funny,False,True,35,Human
877,I’m having mixed emojis.,351,1050,1966,Top 5 Funny,False,True,24,Human
877,"Several players are exploiting a bug in crowdsource voting (i.e., Nicole Chrolavicius, Paul Nesja, Carol Lasky, Colin Mills, and Brandon Lawniczak, etc.) and I know how they're doing it. NYer Editors, please email me at bayareaman29@gmail.com",322,1032,1428,Top 5 Funny,False,False,242,Human
877,"Several players are exploiting a bug in crowdsource voting to ensure their captions crack the top 150 for editorial review.  Carol Lasky, Colin Mills, Nicole Chrolavicius, Paul Nesja, and Brandon Lawniczak, etc., we all know you're cheating!",306,985,1377,Top 5 Funny,False,True,241,Human
877,We need to talk.,652,2162,3457,Top 5 Unfunny,False,True,16,Human
877,I'm so glad you didn't invite Dick.,388,1133,1887,Top 5 Unfunny,False,True,35,Human
877,"Though Donna had practiced for years, she still had trouble reading people’s faces.",259,1060,1747,Top 5 Unfunny,False,True,83,Human
877,Use your words.,248,1057,1743,Top 5 Unfunny,False,True,15,Human
877,I’m having mixed emojis.,351,1050,1966,Top 5 Unfunny,False,True,24,Human
