contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
618,"Strangely enough, you are the first person to ask about the clock.",2934,3327,9373,Top 5 Funny,False,True,66,Human
618,Well of course they don’t exist. Now.,2909,3546,9735,Top 5 Funny,False,True,37,Human
618,"And this is a unicorn, a rare being most don’t even believe exists. Come to think of it, you have a lot in common with him, Black Guy In A New Yorker Cartoon.",2842,4018,9626,Top 5 Funny,False,True,158,Human
618,It was hit or myth.,2625,4133,9988,Top 5 Funny,False,True,19,Human
618,It’s on the enchanted species list.,2532,3504,9602,Top 5 Funny,False,True,35,Human
618,It was hit or myth.,2625,4133,9988,Top 5 Unfunny,False,True,19,Human
618,"And this is a unicorn, a rare being most don’t even believe exists. Come to think of it, you have a lot in common with him, Black Guy In A New Yorker Cartoon.",2842,4018,9626,Top 5 Unfunny,False,True,158,Human
618,Where did you get the clock?,2424,4012,9274,Top 5 Unfunny,True,True,28,Human
618,"I also have a centaur, but it makes people uncomfortable.",2208,3858,9006,Top 5 Unfunny,False,True,57,Human
618,"In my defense, it came out of nowhere.",2027,3783,8794,Top 5 Unfunny,False,True,38,Human
