contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
608,We need to screen our organ donors more closely.,1279,1898,4857,Top 5 Funny,False,True,48,Human
608,It's for when hell freezes over.,1242,1714,4616,Top 5 Funny,False,True,32,Human
608,The hard part was transposing from C major to Fahrenheit.,1214,1535,4280,Top 5 Funny,False,True,57,Human
608,No. I said streaming music.,1053,1826,4477,Top 5 Funny,False,True,27,Human
608,"The last guy played beautifully, but he couldn't handle the pressure.",1014,1821,4862,Top 5 Funny,False,True,69,Human
608,We need to screen our organ donors more closely.,1279,1898,4857,Top 5 Unfunny,False,True,48,Human
608,The plumber was an organ donor.,758,1862,3766,Top 5 Unfunny,False,True,31,Human
608,The hissing is coming from the congregation.,1011,1832,4345,Top 5 Unfunny,False,True,44,Human
608,No. I said streaming music.,1053,1826,4477,Top 5 Unfunny,False,True,27,Human
608,"The last guy played beautifully, but he couldn't handle the pressure.",1014,1821,4862,Top 5 Unfunny,False,True,69,Human
