contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
616,I’ve advised my client not to talk.,1425,1932,5456,Top 5 Funny,False,True,35,Human
616,I want to report inappropriate touching.,1255,1778,4354,Top 5 Funny,False,True,40,Human
616,We want time-and-a-half.,1243,2024,5130,Top 5 Funny,False,True,24,Human
616,The memo speaks for itself. Which is more than I can say for Brad here.,1190,2040,5191,Top 5 Funny,False,True,71,Human
616,Do you have any idea who you're talking to?,1128,1773,4520,Top 5 Funny,True,True,43,Human
616,"Sure, you may be busy but my boss is literally up my ass.",947,2123,4219,Top 5 Unfunny,False,True,57,Human
616,Here's my resignation. I just don't feel like I have a voice here.,1085,2066,4977,Top 5 Unfunny,False,True,66,Human
616,The memo speaks for itself. Which is more than I can say for Brad here.,1190,2040,5191,Top 5 Unfunny,False,True,71,Human
616,We want time-and-a-half.,1243,2024,5130,Top 5 Unfunny,False,True,24,Human
616,I’ve advised my client not to talk.,1425,1932,5456,Top 5 Unfunny,False,True,35,Human
