contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
689,"If chivalry is dead, then why am I still holding the door?",3582,4685,12368,Top 5 Funny,True,True,58,Human
689,A Citation? Is it for bravery?,3013,4145,10587,Top 5 Funny,True,True,30,Human
689,He’s lucky I didn’t rear end him.,2971,3391,9996,Top 5 Funny,False,True,33,Human
689,I only glanced down at my phone for a second.,2772,4229,10973,Top 5 Funny,False,True,45,Human
689,I have slayed the wagon.,2714,3930,9990,Top 5 Funny,False,True,24,Human
689,"If chivalry is dead, then why am I still holding the door?",3582,4685,12368,Top 5 Unfunny,True,True,58,Human
689,I only glanced down at my phone for a second.,2772,4229,10973,Top 5 Unfunny,False,True,45,Human
689,"In my defense, I spotted the parking place first.",2552,4151,10873,Top 5 Unfunny,False,True,49,Human
689,A Citation? Is it for bravery?,3013,4145,10587,Top 5 Unfunny,True,True,30,Human
689,Your perps are in a three door sedan.,2333,4096,9748,Top 5 Unfunny,False,True,37,Human
