contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
745,The mail's here.,1719,2391,5877,Top 5 Funny,False,True,16,Human
745,We traced the slime trail back to Ted Cruz's house.,1654,2017,4981,Top 5 Funny,False,True,51,Human
745,We probably should have done something about this last year when it was still three blocks away.,1616,1946,5576,Top 5 Funny,False,True,96,Human
745,"We are going to need all the garlic, butter, shallots, and parsley you can find.",1521,2169,5531,Top 5 Funny,False,True,80,Human
745,"Just say the word, General. I have thirty French chefs on standby.",1174,1636,4443,Top 5 Funny,False,True,66,Human
745,The mail's here.,1719,2391,5877,Top 5 Unfunny,False,True,16,Human
745,"We are going to need all the garlic, butter, shallots, and parsley you can find.",1521,2169,5531,Top 5 Unfunny,False,True,80,Human
745,We traced the slime trail back to Ted Cruz's house.,1654,2017,4981,Top 5 Unfunny,False,True,51,Human
745,We probably should have done something about this last year when it was still three blocks away.,1616,1946,5576,Top 5 Unfunny,False,True,96,Human
745,People need to run for their lives no later than Wednesday.,1070,1724,4406,Top 5 Unfunny,False,True,59,Human
