contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
553,I'd like to see other people.,87,157,328,Top 5 Funny,False,True,29,Human
553,"I know that look, you're not going to let this go.",74,146,300,Top 5 Funny,False,True,50,Human
553,I'd like to see other people.,63,136,280,Top 5 Funny,False,True,29,Human
553,Maybe his second week will go better.,61,134,256,Top 5 Funny,False,True,37,Human
553,The corrupt media will blow this way out of proportion.,59,132,254,Top 5 Funny,False,True,55,Human
553,I'd like to see other people.,87,157,328,Top 5 Unfunny,False,True,29,Human
553,"I know that look, you're not going to let this go.",74,146,300,Top 5 Unfunny,False,True,50,Human
553,I'd like to see other people.,63,136,280,Top 5 Unfunny,False,True,29,Human
553,Maybe his second week will go better.,61,134,256,Top 5 Unfunny,False,True,37,Human
553,The corrupt media will blow this way out of proportion.,59,132,254,Top 5 Unfunny,False,True,55,Human
