contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
597,"Oh, we're not traveling. Our new health plan only covers X-rays done by TSA screening.",2528,2889,8080,Top 5 Funny,False,True,86,Human
597,I checked the fine print. There’s no fee for emotional baggage.,2344,2998,8080,Top 5 Funny,False,True,63,Human
597,"Actually, I did leave my bag unattended for a few minutes. Why?",2263,2465,7698,Top 5 Funny,True,True,63,Human
597,This airline always loses my luggage. This time I'm counting on it.,2247,3162,8298,Top 5 Funny,False,True,67,Human
597,"So, while I was in Rome, I picked up a little Italian",2235,3116,8382,Top 5 Funny,False,False,53,Human
597,Ted thought this girls' trip was a great idea. He even packed for me.,1632,3463,7820,Top 5 Unfunny,False,True,69,Human
597,They think we're going on a trip but actually I'm taking them to be fixed.,1739,3353,6990,Top 5 Unfunny,False,True,74,Human
597,"If they lose him, I get $750.",1914,3318,8227,Top 5 Unfunny,False,True,29,Human
597,I can't believe my baggage fit in my luggage.,1752,3228,7380,Top 5 Unfunny,False,True,45,Human
597,This airline always loses my luggage. This time I'm counting on it.,2247,3162,8298,Top 5 Unfunny,False,True,67,Human
