contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
822,…but the third planet was juuuuust right!,838,1831,3883,Top 5 Funny,False,True,41,Human
822,"OK, time to go to sleep. We've got a long trip ahead of us tomorrow.",533,1569,3095,Top 5 Funny,False,True,68,Human
822,And when she woke up nobody believed her. The end.,510,1261,2617,Top 5 Funny,False,True,50,Human
822,"No, no, no, darling. You weren’t adopted … you were abducted.",482,1048,2186,Top 5 Funny,False,True,61,Human
822,"Yes dear, I am a legal alien.",455,1255,2426,Top 5 Funny,False,True,29,Human
822,…but the third planet was juuuuust right!,838,1831,3883,Top 5 Unfunny,False,True,41,Human
822,"OK, time to go to sleep. We've got a long trip ahead of us tomorrow.",533,1569,3095,Top 5 Unfunny,False,True,68,Human
822,…But the third planet in the solar system was just right.,375,1502,2581,Top 5 Unfunny,False,True,57,Human
822,Don't blame me that your parents got a sitter online.,430,1471,2356,Top 5 Unfunny,False,True,53,Human
822,The first planet was much too cold.  The second planet was much too hot.  But the third planet was juuust right.,315,1268,2139,Top 5 Unfunny,False,True,112,Human
