contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
879,So much for death-defying.,917,2321,4585,Top 5 Funny,False,True,26,Human
879,John 3:16 still the time to beat!,873,1908,3823,Top 5 Funny,False,True,33,Human
879,"Yeah, I know. His Dad owns the place.",787,1804,3644,Top 5 Funny,False,True,37,Human
879,How he keeps mixing up Shalom and Slalom is beyond me.,760,1664,3393,Top 5 Funny,False,True,54,Human
879,OMG Hell must have frozen over.,742,1681,3319,Top 5 Funny,False,True,31,Human
879,So much for death-defying.,917,2321,4585,Top 5 Unfunny,False,True,26,Human
879,This is his last resort.,702,2290,3757,Top 5 Unfunny,False,True,24,Human
879,He’s got on way too many layers for where he’s going.,693,1952,3747,Top 5 Unfunny,False,True,53,Human
879,John 3:16 still the time to beat!,873,1908,3823,Top 5 Unfunny,False,True,33,Human
879,"Yeah, I know. His Dad owns the place.",787,1804,3644,Top 5 Unfunny,False,True,37,Human
