contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
559,"Good Riddance, Mankoff, you fancy bastard.
",100,317,487,Top 5 Funny,False,True,42,Human
559,"I can't believe my eye!
",77,280,456,Top 5 Funny,False,True,23,Human
559,"Perfect execution.
",62,328,477,Top 5 Funny,False,True,18,Human
559,"At least his execution is flawless.
",62,334,469,Top 5 Funny,False,True,35,Human
559,"Let's just shoot the next one.
",60,303,451,Top 5 Funny,False,True,30,Human
559,"That was my car.
",2,464,475,Top 5 Unfunny,False,True,16,Human
559,"He dove off the plank. I told you he was tired of hearing about Trump, we've got to talk about something else.
",14,436,481,Top 5 Unfunny,False,True,110,Human
559,"Arrgh, it's the Olympic death spiral!
",8,428,478,Top 5 Unfunny,False,True,37,Human
559,"Did he just say his pronoun is 'wheeeee'?
",12,422,468,Top 5 Unfunny,True,True,41,Human
559,"Arrghh..he puts a buckle in me swash!
",6,421,464,Top 5 Unfunny,False,True,37,Human
