contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
778,It’s the closest Texas would let us get to sex ed.,2077,2528,6103,Top 5 Funny,False,True,50,Human
778,Him? That's the guy who figured out how much wood a woodchuck could chuck.,1131,2191,4862,Top 5 Funny,True,True,74,Human
778,We have ordered both from Amazon and we are going to see which comes first.,740,1648,3325,Top 5 Funny,False,True,75,Human
778,Don't sell him short.  He did solve that crossing the road thing.,519,1332,2862,Top 5 Funny,False,True,65,Human
778,We’ve got it narrowed down to two possibilities.,405,1121,2318,Top 5 Funny,False,True,48,Human
778,It’s the closest Texas would let us get to sex ed.,2077,2528,6103,Top 5 Unfunny,False,True,50,Human
778,Him? That's the guy who figured out how much wood a woodchuck could chuck.,1131,2191,4862,Top 5 Unfunny,True,True,74,Human
778,We have ordered both from Amazon and we are going to see which comes first.,740,1648,3325,Top 5 Unfunny,False,True,75,Human
778,Don't sell him short.  He did solve that crossing the road thing.,519,1332,2862,Top 5 Unfunny,False,True,65,Human
778,We’ve got it narrowed down to two possibilities.,405,1121,2318,Top 5 Unfunny,False,True,48,Human
