contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
586,Of course it looks alien to you. You've never used one.,2575,1783,6685,Top 5 Funny,False,True,55,Human
586,I have a feeling they are going to treat us like dirt.,2164,1500,6112,Top 5 Funny,False,True,54,Human
586,And they say life can't exist in a vacuum.,1901,1595,5584,Top 5 Funny,False,True,42,Human
586,"Left on Pennsylvania Avenue, big white house on the right. Can't miss it. Please hurry.",1771,1474,4788,Top 5 Funny,False,True,87,Human
586,Eureka !,1614,1756,4971,Top 5 Funny,False,True,8,Human
586,Of course it looks alien to you. You've never used one.,2575,1783,6685,Top 5 Unfunny,False,True,55,Human
586,Eureka !,1614,1756,4971,Top 5 Unfunny,False,True,8,Human
586,We can only hope that they're coming for our leader.,1596,1688,5097,Top 5 Unfunny,False,True,52,Human
586,And they say life can't exist in a vacuum.,1901,1595,5584,Top 5 Unfunny,False,True,42,Human
586,Well this is going to suck.,1024,1586,4158,Top 5 Unfunny,False,True,27,Human
