contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
686,"Oh sure, when a MAN does it, suddenly it’s such a big deal!",4547,3407,13773,Top 5 Funny,False,True,59,Human
686,I don't know how to tell him it's not his.,3934,3700,12686,Top 5 Funny,False,True,42,Human
686,At least the hard part's over.,3883,3946,12349,Top 5 Funny,False,True,30,Human
686,I’d leave him if he weren’t such a good lay.,3068,4037,10312,Top 5 Funny,False,True,44,Human
686,"To be honest, I don’t remember which one came first",3067,3883,10934,Top 5 Funny,False,False,51,Human
686,I’d leave him if he weren’t such a good lay.,3068,4037,10312,Top 5 Unfunny,False,True,44,Human
686,At least the hard part's over.,3883,3946,12349,Top 5 Unfunny,False,True,30,Human
686,"To be honest, I don’t remember which one came first",3067,3883,10934,Top 5 Unfunny,False,False,51,Human
686,His left one has already been removed..,2129,3883,8158,Top 5 Unfunny,False,True,39,Human
686,I don't know how to tell him it's not his.,3934,3700,12686,Top 5 Unfunny,False,True,42,Human
