contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
852,"Tomorrow, I’m getting the sushi boat.",737,2438,3706,Top 5 Funny,False,True,37,Human
852,You're sitting on my side salad.,635,2082,4034,Top 5 Funny,False,True,32,Human
852,I’m spending the summer in Mexico. I have a quesadilla there.,511,1464,2594,Top 5 Funny,False,True,61,Human
852,And the best part is the flies come to me.,457,1387,2540,Top 5 Funny,False,True,42,Human
852,I heard that princesses like guys with lots of dough.,387,1279,2226,Top 5 Funny,False,True,53,Human
852,"Tomorrow, I’m getting the sushi boat.",737,2438,3706,Top 5 Unfunny,False,True,37,Human
852,You're sitting on my side salad.,635,2082,4034,Top 5 Unfunny,False,True,32,Human
852,She wanted her own little slice of paradise.,288,1509,2615,Top 5 Unfunny,False,True,44,Human
852,I’m spending the summer in Mexico. I have a quesadilla there.,511,1464,2594,Top 5 Unfunny,False,True,61,Human
852,And the best part is the flies come to me.,457,1387,2540,Top 5 Unfunny,False,True,42,Human
