contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
659,"We had a good run, Ted, but I simply don’t have the counter space.",41,71,161,Top 5 Funny,False,True,66,Human
659,What turns you off?,40,77,145,Top 5 Funny,True,True,19,Human
659,Remember when your rubber seal broke? I'm pregnant.,36,73,149,Top 5 Funny,True,True,51,Human
659,So where exactly is Hamilton Beach?,35,85,149,Top 5 Funny,True,True,35,Human
659,It's my own fault. I did say I'd date anyone with a pulse.,35,93,162,Top 5 Funny,False,True,58,Human
659,Don't blend your,1,168,177,Top 5 Unfunny,False,False,16,Human
659,I wanted a latte!,2,165,184,Top 5 Unfunny,False,True,17,Human
659,"Are you just  going to sit there and boil, or are you going to let the waiter know where he left his teapot?",3,164,175,Top 5 Unfunny,True,True,108,Human
659,I think I’ll have vanilla ice cream for dessert.,4,163,185,Top 5 Unfunny,False,True,48,Human
659,"When you mentioned what kind of day you had, I thought you were just using an expression.",4,162,192,Top 5 Unfunny,False,True,89,Human
