contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
619,It was a very hostile takeover.,2648,2290,8348,Top 5 Funny,False,True,31,Human
619,It was a very hostile takeover.,1883,1622,6029,Top 5 Funny,False,True,31,Human
619,If you can remove it... it means your heart is pure. But you can no longer work in sales.,1831,1867,6040,Top 5 Funny,False,True,89,Human
619,"Also, if you can pull the stuck page out of the copier you become the rightful Head of Finance.",1342,1673,4867,Top 5 Funny,False,True,95,Human
619,At least you didn't get the axe.,1307,2318,5735,Top 5 Funny,False,True,32,Human
619,At least you didn't get the axe.,1307,2318,5735,Top 5 Unfunny,False,True,32,Human
619,It was a very hostile takeover.,2648,2290,8348,Top 5 Unfunny,False,True,31,Human
619,... and now for the final part of your interview ...,756,1974,4432,Top 5 Unfunny,False,True,52,Human
619,The pen is taking it pretty hard.,1226,1912,4702,Top 5 Unfunny,False,True,33,Human
619,If you can remove it... it means your heart is pure. But you can no longer work in sales.,1831,1867,6040,Top 5 Unfunny,False,True,89,Human
