contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
684,"Publicly, we're still saying there are no side effects.",7428,2526,14383,Top 5 Funny,False,True,55,Human
684,You all remember Phil — we used to hang out under his bed.,5393,3766,14471,Top 5 Funny,False,True,58,Human
684,This is a good point to stop the meeting; I see that lunch has arrived.,4573,4074,13251,Top 5 Funny,False,True,71,Human
684,"Suddenly,  Jeff realized he should have posted his resume on other sites besides monster.com",4227,3861,12314,Top 5 Funny,False,False,92,Human
684,Apparently we’re the only people willing to work in the White House during Trump’s second term.,3934,4753,12225,Top 5 Funny,False,True,95,Human
684,Apparently we’re the only people willing to work in the White House during Trump’s second term.,3934,4753,12225,Top 5 Unfunny,False,True,95,Human
684,"Good, Human Resources is here.",3623,4275,12150,Top 5 Unfunny,False,True,30,Human
684,"Do we need to discuss diversity, or are we good?",3708,4173,12785,Top 5 Unfunny,True,True,48,Human
684,This is a good point to stop the meeting; I see that lunch has arrived.,4573,4074,13251,Top 5 Unfunny,False,True,71,Human
684,He’s an attorney. Of course he’s cold-blooded.,3276,4048,11106,Top 5 Unfunny,False,True,46,Human
