contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
845,And that is how cryptocurrency works.,732,1963,3594,Top 5 Funny,False,True,37,Human
845,...and that's how bit coin works.,596,1632,2973,Top 5 Funny,False,True,33,Human
845,I specialize in the more arcane areas of the tax code.,497,1719,3227,Top 5 Funny,False,True,54,Human
845,"Mrs. Johnson, let me say once again, that although Mr. Johnson said he would give you the moon and the stars…they are not his to give and you are therefore not entitled to half”",439,1451,2593,Top 5 Funny,False,False,177,Human
845,Your horoscopes show you'll be getting a big bill from a charlatan.,418,1371,2101,Top 5 Funny,False,True,67,Human
845,And that is how cryptocurrency works.,732,1963,3594,Top 5 Unfunny,False,True,37,Human
845,I specialize in the more arcane areas of the tax code.,497,1719,3227,Top 5 Unfunny,False,True,54,Human
845,...and that's how bit coin works.,596,1632,2973,Top 5 Unfunny,False,True,33,Human
845,"Mrs. Johnson, let me say once again, that although Mr. Johnson said he would give you the moon and the stars…they are not his to give and you are therefore not entitled to half”",439,1451,2593,Top 5 Unfunny,False,False,177,Human
845,Your horoscopes show you'll be getting a big bill from a charlatan.,418,1371,2101,Top 5 Unfunny,False,True,67,Human
