contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
691,"Honey, I haven't seen this many fat white men in one place since the inauguration.",2671,3310,8478,Top 5 Funny,False,True,82,Human
691,…because no one is paying any attention to our northern border.,2519,2314,7717,Top 5 Funny,False,True,63,Human
691,Invite them in if you want to get rid of them.,2463,2776,8160,Top 5 Funny,False,True,46,Human
691,"Don't worry, they're armless.",2205,2778,8055,Top 5 Funny,False,True,29,Human
691,I listed our freezer on Airbnb.,2140,2492,7540,Top 5 Funny,False,True,31,Human
691,"Honey, I haven't seen this many fat white men in one place since the inauguration.",2671,3310,8478,Top 5 Unfunny,False,True,82,Human
691,"I told you - make a scarf for one of them, they'd all want one.",1212,2900,6324,Top 5 Unfunny,False,True,63,Human
691,And they say we don't need a border wall with Canada.,1461,2884,6729,Top 5 Unfunny,False,True,53,Human
691,"Don't worry, they're armless.",2205,2778,8055,Top 5 Unfunny,False,True,29,Human
691,Invite them in if you want to get rid of them.,2463,2776,8160,Top 5 Unfunny,False,True,46,Human
