contest,caption,funny_votes,unfunny_votes,votes,category,has_question_mark,ends_with_punctuation,caption_length,model
587,Imagine the impact it will have.,1055,1850,3727,Top 5 Funny,False,True,32,Human
587,"I didn't get it at first either, then it hits you.",665,980,2366,Top 5 Funny,False,True,50,Human
587,I'd brake for her.,590,929,2252,Top 5 Funny,False,True,18,Human
587,I see myself in so much of his work.,562,563,1933,Top 5 Funny,False,True,36,Human
587,"This one is good, but I literally couldn't stop looking at the headlights exhibit.",536,686,1816,Top 5 Funny,False,True,82,Human
587,Imagine the impact it will have.,1055,1850,3727,Top 5 Unfunny,False,True,32,Human
587,"I didn't get it at first either, then it hits you.",665,980,2366,Top 5 Unfunny,False,True,50,Human
587,"The art is subtle, but then it hits you.",334,934,1697,Top 5 Unfunny,False,True,40,Human
587,I'd brake for her.,590,929,2252,Top 5 Unfunny,False,True,18,Human
587,"Whoever DOT is, I really like her work.",533,862,2126,Top 5 Unfunny,False,True,39,Human
