contest,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
551,0,Row v. Wave,1.9812343619683068,0.0170152506871255,2398,855,733,810,False,False,11
551,1,We shall overcomb.,1.9284692417739628,0.0179315476672556,2097,787,673,637,False,True,18
551,2,Row v. Wave,1.9180151024811216,0.0195983010613247,1854,742,522,590,False,False,11
551,3,"I don't know what's worse, the undertow or the combover",1.9050387596899223,0.019823191113115,1548,551,593,404,False,False,55
551,4,"Don't worry, the polls show it will miss us.",1.9036004645760745,0.0285369422571263,861,347,250,264,False,True,44
551,5,"Ladies and gentlemen, if you look to your right, you’ll see a gift of friendship from the people of France; straight ahead, a gift of friendship from the people of Russia",1.8951336531871144,0.02112109860051,1459,559,494,406,False,False,170
551,6,You've got it all wrong. We're emigrating.,1.8701842546063647,0.022464946065282,1194,447,455,292,False,True,42
551,7,Mayday! We've been hit by a raging tycoon!,1.8695652173913044,0.0218426829607611,1357,539,456,362,False,True,42
551,8,To think this started as a Twitter storm.,1.858365019011407,0.024430291424944,1052,415,371,266,False,True,41
551,9,We shall overcomb.,1.858049167327518,0.0231511551197568,1261,528,384,349,False,True,18
551,10,Did you just say there will be hell toupee?,1.846938775510204,0.0231798549060057,1176,475,406,295,True,True,43
551,11,"I'm the perfect storm..the best storm, everybody tells me that.",1.8339021615472129,0.027170670953802,879,370,285,224,False,True,63
551,12,Don't worry --if you're not a 10 it won't touch you.,1.8013318534961154,0.026499624844086,901,392,296,213,False,True,52
551,13,"Huge wave, really terrific. But such tiny hands.",1.7822085889570551,0.0311960378054449,652,293,208,151,False,True,48
551,14,Unpresidented weather we're having.,1.7700534759358288,0.0289547720319769,748,340,240,168,False,True,35
551,15,Attention Everyone! Small hands on deck!,1.76747311827957,0.029429567685527,744,346,225,173,False,True,40
551,16,"All together now! 'Rue, rue, rue your vote . . .'",1.7635605006954105,0.0309279546297384,719,352,185,182,False,False,49
551,17,"'In retrospect, maybe the Cruz ship was a safer bet.'",1.754957507082153,0.0286520919975614,706,312,255,139,False,False,53
551,18,It's a great wave. The best wave. No wave has ever been better.,1.736842105263158,0.0296078463578633,646,290,236,120,False,True,63
551,19,The scariest part is how shallow it is!,1.7341772151898731,0.0316445665752087,632,306,188,138,False,True,39
551,20,"Everybody, lean left!",1.7269736842105263,0.0318627127254586,608,293,188,127,False,True,21
551,21,Relax ... it's just Alec Baldwin.,1.7073608617594256,0.0341561474336706,557,286,148,123,False,True,33
551,22,Don't sweat it -- he switches direction every two seconds.,1.6917148362235068,0.0321958546558629,519,244,191,84,False,True,58
551,23,I was expecting a wall.,1.683284457478006,0.0427406298557469,341,177,95,69,False,True,23
551,24,Small hands on deck!,1.6729166666666666,0.0371693212288982,480,263,111,106,False,True,20
551,25,Hell AND high water?!,1.6729166666666666,0.0357375755613798,480,251,135,94,True,True,21
551,26,"Woe, woe, woe your vote...",1.6652078774617067,0.0378011412468929,457,251,108,98,False,True,26
551,27,"Ha ha ha, good one. Now do Putin riding on a seahorse!",1.6585365853658536,0.0350563291585715,451,228,149,74,False,True,54
551,28,There will be hell toupee!,1.6545454545454543,0.0374903113797959,440,238,116,86,False,True,26
551,29,Small hands on deck!,1.6477832512315271,0.0395062425870336,406,225,99,82,False,True,20
551,30,Something tells me this wave is going to touch us inappropriately.,1.6455399061032865,0.0375643809545156,426,230,117,79,False,True,66
551,31,Everyone take a deep breath and hold it for four years!,1.6365853658536584,0.0374233643162283,410,219,121,70,False,True,55
551,32,It's a foam over.,1.628140703517588,0.0388893065458598,398,221,104,73,False,True,17
551,33,Thar he bloviates!,1.625,0.0397250158329368,392,222,95,75,False,True,18
551,34,We're about to experience extreme wetting!,1.6243654822335023,0.0394029146244809,394,222,98,74,False,True,42
551,35,Quick! Tweet something to distract him.,1.623076923076923,0.0394070068096832,390,219,99,72,False,True,39
551,36,Have we huddled masses arrived at a bad time?,1.6221079691516709,0.0393283889319391,389,218,100,71,True,True,45
551,37,Don't worry. It's only Alec Baldwin.,1.6147757255936674,0.0389870892863702,379,210,105,64,False,True,36
551,38,That's a surprise. All the forecasts said we'd be seeing Hillary.,1.6122994652406415,0.036394963343806,374,193,133,48,False,True,65
551,39,"I thought ""tweeting up a storm"" was just a saying.",1.611260053619303,0.0374526046763025,373,198,122,53,False,True,50
551,40,It's OK—we're Russian.,1.6065573770491803,0.0399625790876663,366,207,96,63,False,True,22
551,41,"Hold on, everyone. Hell AND high water are coming.",1.603305785123967,0.0402490641178883,363,207,93,63,False,True,50
551,42,"Oh for heaven's sake, Ruthie, you're seeing him everywhere now.",1.6016713091922006,0.0388557926730992,359,197,108,54,False,True,63
