contest,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
781,Where do you see yourself in five seconds?,1.7499268792044458,0.0134980605653465,3419,1599,1076,744,True,True,42
781,"I hate to see you go, but I love to watch you leave.",1.7452673530388576,0.014606526329368,3011,1448,882,681,False,True,52
781,I hope that you’re not leaving me for some clown.,1.7378048780487805,0.0197008092053814,1640,793,484,363,False,True,49
781,I was fired recently myself.,1.7162373145979704,0.015223975191367,2562,1227,835,500,False,True,28
781,So...how long has the circus been letting you work from home?,1.7141509433962263,0.0142304098987382,3180,1608,873,699,True,True,61
781,My place is just 35 degrees away if you need a place to crash.,1.712280701754386,0.0155079468593957,2565,1266,771,528,False,True,62
781,Call to let me know you got home safe.,1.7118736383442266,0.0128075713198096,3672,1787,1156,729,False,True,38
781,And then when Phil described you as a 'Blonde Bombshell' I thought he was just being misogynistic.,1.7085995085995087,0.0175177485878255,2035,1018,592,425,False,True,98
781,It might be lower risk to just get the vaccine and fly commercial.,1.704966641957005,0.0153797171926334,2698,1376,742,580,False,True,66
781,I heard you were leaving but I didn't know you were getting fired.,1.6964824120603017,0.0144467329176297,2985,1520,851,614,False,True,66
781,Are you sure I can't just drive you home?,1.6890651085141903,0.0151744634855334,2396,1149,843,404,True,True,41
781,Very impressive—my dates usually end the evening by pretending to receive a phone call.,1.6883459887751733,0.0139536770940254,3029,1512,949,568,False,True,87
781,I've been instructed to keep you away from the powder room.,1.684044233807267,0.0176468980710551,1899,956,587,356,False,True,59
781,Not quite what I was expecting from your launch party,1.6831730769230768,0.0166736794110637,2080,1035,669,376,False,False,53
781,A circus? Really. And what do you do there?,1.6819531507753216,0.0138803071737566,3031,1520,955,556,True,True,43
781,I would say my two biggest fears are a woman leaving me and loud noises.,1.6782786885245902,0.0144316083436789,2928,1515,840,573,False,True,72
781,"Rumor has it, you have a short fuse.",1.675338753387534,0.017387189908819,1845,911,622,312,False,True,36
781,"So tell me, what sets you off?",1.673003802281369,0.0195310469133843,1578,817,460,301,True,True,30
781,"''When we play the 1812 Overture, that's your cue.''",1.6661450182576942,0.0172609979781383,1917,974,609,334,False,False,52
781,"Usually, the women I meet just say they have to go the the bathroom.",1.6654874213836477,0.0149830728138748,2544,1294,807,443,False,True,68
781,Mind if I ask you a loaded question?,1.663170633319887,0.0152346468612322,2479,1271,772,436,True,True,36
781,Or I could just get you an Uber.,1.6620450606585788,0.0154585694898201,2308,1158,772,378,False,True,32
781,"So, what makes you think you’re going to be fired?",1.660916931457104,0.0160633113996704,2203,1126,698,379,True,True,50
781,I never thought I'd find a woman of your caliber.,1.660057678442682,0.0145676569097639,2774,1448,821,505,False,True,49
781,Are you sure you don't want me to call you an Uber?,1.6538994000922935,0.0159120863007526,2167,1099,719,349,True,True,51
781,I just got here and you're taking off?,1.6477707006369426,0.0188170277203283,1570,810,503,257,True,True,38
781,I admire your exit strategy.,1.647732276530163,0.0154727953241788,2271,1158,755,358,False,True,28
781,I've been waiting my whole life for a woman of your caliber.,1.644167758846658,0.0191540927727086,1526,795,479,252,False,True,60
781,I like a woman with an exit strategy.,1.6428978893325727,0.0179035734524413,1753,917,545,291,False,True,37
781,Don't often meet a woman of your caliber.,1.6418109187749668,0.016092488642699,2253,1205,649,398,False,True,41
781,How refreshing to meet a woman of your caliber.,1.6409691629955947,0.0206105434491888,1362,726,399,237,False,True,47
781,But I'm not done explaining inflation yet.,1.6392009987515606,0.027160947234594,801,433,224,144,False,True,42
781,Godspeed.,1.6391992551210428,0.0176298014830773,2148,1244,435,469,False,True,9
781,It's so hard to find women of your caliber.,1.6345565749235471,0.0172357608472457,1962,1061,557,344,False,True,43
781,"In contrast, my parties usually end with a whimper.",1.6340310600945307,0.019052467823884,1481,768,487,226,False,True,51
781,Its nice to meet someone of your caliber.,1.629175946547884,0.0178834171508717,1796,972,518,306,False,True,41
781,Impressive exit strategy!,1.627986348122867,0.0171897452266491,1758,905,602,251,False,True,25
781,Let's work out a signal so I know when you want to leave the party.,1.627255756067206,0.0183362552510763,1607,845,516,246,False,True,67
781,"Actually, I’m kind of a big shot myself.",1.625655976676385,0.0177839079982021,1715,906,545,264,False,True,40
781,Going so soon? I was just about to explain loan amortization.,1.624401913875598,0.018557063476403,1672,913,474,285,True,True,61
781,I understand completely. I was fired just last week.”,1.623882503192848,0.0190935269487687,1566,852,451,263,False,False,53
781,I requested Bach’s Canon in D. I guess they misunderstood.,1.6209728363866076,0.0185375724531003,1583,844,495,244,False,True,58
781,I take it you're ready to go home?,1.6178045515394912,0.0189945808713381,1494,797,471,226,True,True,34
781,The good news is that you are on an upward trajectory.,1.616216216216216,0.0184611017455038,1480,766,516,198,False,True,54
781,I didn’t know we were doing shots.,1.6111929307805597,0.0202639866089316,1358,744,396,217,False,True,34
781,Will I see you again?,1.609062980030722,0.0205883731299268,1302,713,385,204,True,True,21
