contest,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
738,Just to mess with him put them back on the tree.,2.172655983634504,0.0063263684275845,14665,3256,5621,5788,False,True,48
738,"Wait, did they say 'take the man and leave' or 'take the man and leaves?'",2.0634424913000804,0.0074625882133212,11207,3164,4168,3875,True,False,73
738,"This is your first abduction, isn’t it?",2.0287993617869966,0.0070849695381435,12535,3768,4638,4129,True,True,39
738,"Must be valuable, they spend hours collecting them!",2.007687656560422,0.0072098180256017,11577,3439,4610,3528,False,True,51
738,"Trust me—I know their language. If he’s ‘raking it in,’ it’s money.",1.9210857973824529,0.0079237793697846,10315,3779,3571,2965,False,True,67
738,"No, the OTHER pile of useless organic matter.",1.919774131685489,0.0084787780975819,9386,3573,2993,2820,False,True,45
738,"We travel 1,000 light years and you miss by three feet.",1.919428809672712,0.0082490581536804,9594,3549,3269,2776,False,True,55
738,I AM getting the intelligent life form! The other one still hasn’t accepted the election results.,1.900994318181818,0.0100478498640507,7040,2894,1953,2193,False,True,97
738,"I think you've slightly misinterpreted ""A good interplanetary explorer discreetly gathers information and leaves.""",1.8925233644859816,0.0100544351728274,6634,2619,2109,1906,False,False,114
738,As long as we're up here we should do the gutters.,1.882820136852395,0.0089801358292407,8184,3236,2671,2277,False,True,50
738,"After the year they’ve had, it’s the least we can do.",1.878674505611972,0.0082051179241498,9355,3582,3326,2447,False,True,53
738,Trust me.  This is how we win the suburbs.,1.8565965583173996,0.0202891214906245,1569,635,524,410,False,True,42
738,If they only knew our money grows on their trees.,1.8351219512195125,0.017280162364944,2050,824,740,486,False,True,49
738,Another job lost to illegal aliens.,1.8202380952380952,0.0283856254421109,840,373,245,222,False,True,35
738,Now spread them all over the place and see if he’ll do it again.,1.8138075313807531,0.021058615925715,1434,614,473,347,False,True,64
738,Now watch his expression when I put them back on the tree.,1.7938144329896908,0.0414115625968213,388,177,114,97,False,True,58
738,"Put them in the neighbor's yard so he has to say aliens did it.""",1.7853918752564628,0.0093840819924307,7311,3306,2268,1737,False,False,64
738,I guess his wife is the hunter.,1.774002370604504,0.0113313846137273,5062,2346,1514,1202,False,True,31
738,"No, no - not the leaves. We are supposed to extract the species with the highest intellect. The squirrel is over there.",1.756919374247894,0.0266781645285618,831,371,291,169,False,True,119
738,"This advanced species makes oxygen, reduces CO2, and changes colors.",1.7541745931092791,0.0115690842944105,4731,2222,1450,1059,False,True,68
738,"First, you get them to believe you are here to help them.",1.7511561330103502,0.0112620148269738,4541,2013,1645,883,False,True,57
738,Can’t wait to see the look on his face when we put these back on the tree.,1.7477748691099475,0.0089996605532954,7640,3570,2427,1643,False,True,74
738,"It’s not as fun as crop circles, but it keeps them busy during the lock down.",1.7230769230769232,0.0234278932357919,975,433,379,163,False,True,77
