contest,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
855,I can't get a dog but you adopt a highway.,1.7253731343283585,0.0198396866854789,1675,845,445,385,False,True,42
855,"According to Google Maps, I can get to the bathroom in 30 seconds.",1.7176581680830971,0.024281294037899,1059,522,314,223,False,True,66
855,We should get started on dinner before rush hour.,1.6681564245810057,0.0248586535298919,895,445,302,148,False,True,49
855,Honey when I said we had to draw the line somewhere I didn’t mean through the living room,1.6627155172413792,0.0249481000937106,928,477,287,164,False,False,89
855,Let’s get upstairs before the evening commute.,1.6577114427860695,0.0241041906731213,1005,524,301,180,False,True,46
855,I’m glad we bundled home and auto!,1.654733492442323,0.0223147203414154,1257,685,321,251,False,True,34
855,I would do the dishes but traffic is a nightmare this time of day.,1.6415981198589895,0.0258587874324705,851,449,258,144,False,True,66
855,"I wonder if we haven't interpreted this ""Marriage is a two way street"" too literally",1.6323099415204678,0.0205801963645416,1368,740,391,237,False,False,84
855,The rest areas were a stroke of genius…,1.6226525821596245,0.0185296512519003,1704,941,465,298,False,False,39
855,Feel like jaywalking?,1.620903454384411,0.0225528315727003,1129,619,319,191,True,True,21
855,Should we add a bike lane?,1.614678899082569,0.0247309357797976,872,465,278,129,True,True,26
855,Mom & Dad haven't crashed their walkers into each other in weeks.,1.609,0.024139215018341,1000,563,265,172,False,True,65
855,This carpet is really starting to show a traffic pattern.,1.6048218029350103,0.0239159961791697,954,523,285,146,False,True,57
855,I just feel like we're heading in different directions.,1.6033195020746889,0.021172837592136,1205,659,365,181,False,True,55
855,You think we took Adopt-a-Highway too far?,1.6002155172413792,0.0173414229347196,1856,1037,524,295,True,True,42
855,It’s going to be weird when your relatives arrive from London.,1.6,0.0248631099159191,955,549,239,167,False,True,62
855,"When the listing said ""close to the highway,"" I never imagined",1.5939243645381278,0.0186976543244706,1613,915,438,260,False,False,62
855,They told us that this carpet will stand up well to heavy traffic.”,1.5928045789043337,0.02093840717782,1223,678,365,180,False,False,67
855,Did you have to tell them “My way or the highway”?,1.5901038485033598,0.0185742172575184,1637,935,438,264,True,True,50
855,I'm thinking about having the living room re-paved.,1.582792207792208,0.0172811868810127,1848,1056,507,285,False,True,51
855,Didn't I tell you adopting a highway would be easier than a kid?,1.5815036593479708,0.018822051534568,1503,846,440,217,True,True,64
855,Who’s side are you on anyway?,1.5736354273944386,0.0231205315785859,971,547,291,133,True,True,29
855,Should we merge and have dinner?,1.57125,0.025013724330477,800,445,253,102,True,True,32
855,"Wanna try the fast lane tonight, big boy?",1.5690814040328604,0.0202734070618286,1339,781,354,204,True,True,41
855,"Marriage is a journey, Frank, not a destination.",1.5677622692480864,0.016068386426499,2221,1324,533,364,False,True,48
855,the carpet cleaners are just going to do the high traffic areas,1.565406075635462,0.0181054445817697,1613,929,456,228,False,False,63
855,Ever notice how little traffic there's been since the kids left home?,1.5645981688708035,0.0220573707636413,983,542,327,114,True,True,69
855,"In the UK, our positions would be reversed!",1.553072625698324,0.0241648799369669,895,523,249,123,False,True,43
855,I still think we need a bike lane.,1.5489296636085628,0.0200298991851129,1308,771,356,181,False,True,34
855,It's a broken line.  Feel free to make a pass.,1.5476371951219512,0.0150552354235808,2624,1642,527,455,False,True,46
855,It's so cozy and quiet after rush hour.,1.5349867139061115,0.0205320469443406,1129,653,348,128,False,True,39
855,I thought YOU read the deed!,1.5282651072124755,0.0219281710127427,1026,609,292,125,False,True,28
855,Let’s Uber to bed.,1.52549231184246,0.012984859191919,3707,2455,556,696,False,True,18
855,I'm so glad we got rid of that tollbooth.,1.522875816993464,0.0231468396498473,918,549,258,111,False,True,41
855,Don't be such a chicken!,1.5213483146067417,0.0241144622346111,890,545,226,119,False,True,24
855,This new carpet is very middle-of-the-road.,1.5145089285714286,0.022771029454833,896,531,269,96,False,True,43
855,"Looking on the bright side, at least we don’t have to get up for DoorDash.",1.5111358574610243,0.0226813829638497,898,534,269,95,False,True,74
855,I think it’s nice being the only house on the street.,1.5092936802973975,0.0439458460872789,269,168,65,36,False,True,53
855,This is easier than telling your mom we're separated.,1.5063001145475372,0.0147050387016975,2619,1707,498,414,False,True,53
855,I’ve decided to take the high road.,1.500542888165038,0.022897594327521,921,567,247,107,False,True,35
855,Since the kitchen's on my half I pose this question; what are you having for dinner?,1.493781094527363,0.0237761830430401,804,489,233,82,True,True,84
855,You must signal your intent before crossing the line.,1.4826762246117084,0.0229016333536659,837,512,246,79,False,True,53
855,Are you chicken?,1.4776785714285714,0.0223772247572148,896,557,250,89,True,True,16
855,Signal your intentions.,1.4758757435558494,0.0185285590658787,1513,997,312,204,False,True,23
855,I don’t want to push you into something you’re not ready for—like traffic.,1.4733727810650887,0.0202414938928964,1183,762,282,139,False,True,74
855,"""I see they've redrawn the congressional district line.""",1.4697674418604652,0.0224860701924678,1075,728,189,158,False,False,56
855,At least there's not much traffic.,1.469107551487414,0.0225986952176763,874,550,238,86,False,True,34
855,This is not what I expected when they asked me to adopt a highway,1.4677177177177176,0.0197224662427212,1332,888,265,179,False,False,65
855,"I believe your exact words were ""it's my way or the highway!""",1.4657853810264383,0.0200149800294672,1286,858,257,171,False,False,61
855,It was your idea to adopt a highway.,1.4619205298013245,0.0206250829869746,1208,810,238,160,False,True,36
855,What time does the parade start?,1.4581066376496192,0.0221560826029395,919,591,235,93,True,True,32
855,You’re the one who wanted to adopt the highway.,1.453804347826087,0.0218928210799999,1104,758,191,155,False,True,47
855,"You know, instead of fixating on the claw-foot tub, we should have taken time to notice that a busy road passed right through the house.",1.4514435695538055,0.0243102486079147,762,495,190,77,False,True,136
855,"You know, the Joneses have a bike lane.",1.451241134751773,0.0208627231214178,1128,756,235,137,False,True,39
855,I thought it just meant they put your name on a sign.,1.4511132623426912,0.022250355634362,1033,703,194,136,False,True,53
