contest,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
740,"I hope she doesn't say ""charge""",2.2364663890541343,0.0127364740190649,3362,613,1341,1408,False,False,31
740,"The policy was “You break it you bought it”, and he ended up owning the place.",2.1238291302110137,0.0081302406622374,9715,2602,3312,3801,False,True,78
740,He was very excited to get the job. His wife is over the moon.,2.002061083005434,0.0110939472024913,5337,1752,1824,1761,False,True,62
740,"Ma'am, I'd like for you to remove your red scarf before approaching the counter.",1.9984183471727957,0.0108027756773148,5058,1509,2053,1496,False,True,80
740,First metaphor I ever hired.,1.9960775768141208,0.0115751166082703,4589,1427,1756,1406,False,True,28
740,"I know he isn't wearing a mask, but he assured me he has herd immunity.",1.978142076502732,0.0165784136878956,2379,804,823,752,False,True,71
740,It was easier just to hire him.,1.9761388286334056,0.0106152913248022,5071,1518,2159,1394,False,True,31
740,The elephant in the room works Mondays and Thursdays,1.97226173541963,0.0149379524036408,2812,922,1046,844,False,False,52
740,"We never, ever say ""charge it"".",1.969371759315085,0.008800839249601,8293,2794,2959,2540,False,True,31
740,"You think this is impressive, I've got a fox tending my henhouse",1.946160483175151,0.0105048530966059,5795,2017,2073,1705,False,False,64
740,Let's just say he's paying off an old debt.,1.9318299637117675,0.0122502615710777,3858,1267,1591,1000,False,True,43
740,Once I clarified what “break time” meant we haven’t had any issues.,1.9204286365709071,0.0118270262416936,4386,1536,1664,1186,False,True,67
740,"I had my doubts, but it turns out he's a cash cow.",1.9112587959343237,0.0156542254875766,2558,925,935,698,False,True,50
740,"He acts like an expert, but he's really just full of BS.",1.9051696796701552,0.0144761345409264,3153,1205,1042,906,False,True,56
740,I thought I was the diversity hire.,1.8923645320197044,0.0125823407551716,4060,1549,1400,1111,False,True,35
740,It was a phone interview.,1.8739869281045751,0.0126571444191691,3825,1443,1421,961,False,True,25
740,"They come in for the irony,but they stay for his ability to spot a fake Wedgewood a mile away.",1.870042872454448,0.0127849755034143,3732,1432,1361,939,False,True,94
740,‘First time I’ve seen china in a bull’s shop!’,1.8695780466214225,0.0135539911693352,3389,1327,1186,876,False,False,46
740,"Slowly...very slowly, take your red scarf off.",1.8454655747649376,0.0095639234358734,6594,2579,2456,1559,False,True,46
740,I got the idea from my friend who hired a kid to work in his candy store.,1.8298308559712968,0.0170618720505689,1951,748,787,416,False,True,73
740,"Ma'am, believe me...you'd know if you were being gouged.",1.8275079437131183,0.0170031057100861,2203,924,735,544,False,True,56
740,"He's got great stuff, but he charges too much.",1.8137707948243993,0.0164716217256054,2164,874,819,471,False,True,46
740,"He is a little clumsy , but he has a Wall Street background.",1.8073394495412844,0.016925701294143,2071,852,766,453,False,True,60
740,He said his last job was on Wall St. And he wanted a job where he’d do less damage.,1.7961500493583415,0.0170368381189495,2026,844,751,431,False,True,83
740,It was a slippery slope from “you break it you buy it” to owning the whole shop.,1.7950742027155036,0.0130401656067454,3167,1251,1317,599,False,True,80
740,I tend to complicate simple things.,1.7816459917300254,0.0099605997223353,7497,3795,1548,2154,False,True,35
740,He's bullish on China.,1.778397212543554,0.0208145742017471,1435,640,473,322,False,True,22
740,"It's ok, he identifies as a cow.",1.7764307865802087,0.0133323816531837,3547,1603,1134,810,False,True,32
740,The previous owner was an ass.,1.7743865948533812,0.0193786056324201,1671,755,538,378,False,True,30
740,"Yes, ma'am, he's the owner. We think of it as china in a bull's shop.",1.7634907251264755,0.0111425874933271,4744,2098,1673,973,False,True,69
740,What could go wrong?,1.74755859375,0.0169080261169577,2048,923,719,406,True,True,20
740,He’s telling her it’s a priceless antique. Now that’s what I call bull in a china shop.,1.7347853939782192,0.0195234831115409,1561,726,523,312,False,True,87
740,"It's been fine, though I am a little worried about next week's Red Tag Sale.",1.7345897133883,0.0147957392393014,2547,1140,944,463,False,True,76
740,There really is an unmistakable difference when they are grass fed.,1.7333783327708403,0.0142067962774129,2963,1396,965,602,False,True,67
740,"He’s an anger management success story, they say.",1.7278752436647171,0.0144859107267258,2565,1139,986,439,False,True,49
740,Just don’t ask him about his time on Wall Street and you’ll be fine.,1.726063829787234,0.0143526239758576,2632,1185,988,459,False,True,68
740,We also have a fox guarding our henhouse. He’s very responsible.,1.7221711131554738,0.0133768489724972,3261,1530,1107,624,False,True,64
740,He’s tough on China,1.7204623287671232,0.0160119954440905,2336,1117,755,464,False,False,19
740,He appreciates the irony.,1.718941717791411,0.0144618245504264,2608,1183,975,449,False,True,25
740,"Sadly,  we're going to have to let him go. He's got a great shtick but his greenhouse gas emissions are killing us.",1.7179487179487178,0.0182227704091112,1872,920,560,392,False,True,115
740,The elephant in the room is on vacation.,1.716711956521739,0.0140311122616459,2944,1393,994,557,False,True,40
740,His background check didn't raise any red flags.,1.7123161764705883,0.0160679518005757,2176,1014,774,388,False,True,48
