contest,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
534,0,"Looks like Sammy wins the ""bring your pet to work"" contest. He ate all of the other entries!",1.831960461285008,0.0356256387608919,607,293,123,191,False,True,92
534,1,Anywhere but Eve's office.,1.8037735849056604,0.0362090826556328,530,246,142,142,False,True,26
534,2,We're searching for rats that escaped from the subway's Track 23 dining room kitchen.,1.735,0.0458770012982572,400,235,36,129,False,True,85
534,3,Looks like you ordered from the wrong Amazon,1.7300771208226222,0.039430030168411,389,184,126,79,False,False,44
534,4,Speak softly and carry a big fish.,1.7239583333333333,0.0433781116449253,384,206,78,100,False,True,34
534,5,We may want to let him work from home.,1.7214854111405835,0.0388324263358976,377,174,134,69,False,True,38
534,6,That goes in Eve's office.,1.7138964577656677,0.0414661763950569,367,183,106,78,False,True,26
534,7,If anyone starts singing 'That's A Moray' they're fired.,1.704225352112676,0.0433299662008897,355,186,88,81,False,True,56
534,8,It's a pet of the one-armed guy 9 back who is carrying it to the shredder.,1.6982758620689655,0.0499526893263362,348,219,15,114,False,True,74
534,9,"I said we should get stuff from Amazon, not the Amazon.",1.68562874251497,0.0430356921057767,334,172,95,67,False,True,55
534,10,It looks like we have a reptile dysfunction.,1.6750788643533123,0.0455166759516295,317,172,76,69,False,True,44
534,11,"No you fools, I told you to hire a civil SERVANT""",1.653061224489796,0.0467926311966744,294,163,70,61,False,False,49
534,12,"You ordered from the wrong Amazon again, didn't you?",1.6456140350877193,0.0470539304305488,285,158,70,57,True,True,52
534,13,"No, what I said was we need more stakeholders.",1.6431095406360423,0.0465529935609516,283,155,74,54,False,True,46
534,14,Tell the front desk to bring doughnuts and a small rabbit to the conference room.,1.6418439716312057,0.0450506168322213,282,149,85,48,False,True,81
534,15,Is that from Amazon?,1.635379061371841,0.0463400842256443,277,151,76,50,True,True,20
534,16,The word is he did great things over at Apple.,1.6254681647940077,0.0478401778021352,267,150,67,50,False,True,46
534,17,I hope this means the toilet is now working.,1.618320610687023,0.0458624184548309,262,141,80,41,False,True,44
534,18,I see we're finally cleaning out the fridge.,1.618320610687023,0.0486475959485096,262,150,62,50,False,True,44
534,19,"Sir, you should probably assume your human form for the shareholders meeting.",1.6168582375478928,0.0482047015051126,261,148,65,48,False,True,77
534,20,Ah. My Amazon delivery.,1.6162790697674418,0.0474060385115786,258,143,71,44,False,True,23
534,21,"Not as charming as the gecko, but we'll give it a shot.",1.611764705882353,0.0462529421690356,255,138,78,39,False,True,55
534,22,I said we need stakeholders.,1.608695652173913,0.0510663118232689,253,152,48,53,False,True,28
534,23,Let's start thinking in the box.,1.608695652173913,0.0491889278568806,253,146,60,47,False,True,32
534,24,I thought Milton Berle was dead.,1.6055776892430278,0.0553082187699706,251,165,20,66,False,True,32
534,25,"No. What i said was, ""We need a gigantic shake up here.""",1.604,0.0473890164015039,250,139,71,40,False,False,56
534,26,Just add it to the list of possible side effects.,1.6032388663967612,0.0492057667364021,247,142,61,44,False,True,49
534,27,Didn't work out in accounting. Turns out he's only an adder.,1.6,0.0498911494982856,245,143,57,45,False,True,60
534,28,"Ok fine, I'll call the plumber.",1.6,0.0471325657633509,245,135,73,37,False,True,31
534,29,Couldn't we just get a shredder?,1.5967078189300412,0.045262851728652,243,129,83,31,True,True,32
534,30,"Right, never too early to bring in Legal.",1.5967078189300412,0.0495665952719447,243,141,59,43,False,True,41
534,31,"Why, no I haven't seen Bob. Why do you ask?",1.5950413223140496,0.0469051902125902,242,133,74,35,True,True,43
534,32,No - I did NOT say I had 'a reptile dysfunction'!,1.5933609958506223,0.0522901155330319,241,148,43,50,False,True,49
534,33,He's transferring in from legal.,1.589211618257261,0.0481920629816845,241,137,66,38,False,True,32
534,34,Just remember to wipe down the microwave when you're done,1.5889830508474576,0.0504454295444311,236,139,55,42,False,False,57
534,35,Put a tie on him and get over to Fox News.,1.5854700854700854,0.050088985466943,234,137,57,40,False,True,42
534,36,"Now, that's a moray!",1.581896551724138,0.0526297481001062,232,143,43,46,False,True,20
534,37,It's the last envelope he has to lick.,1.58008658008658,0.0475779642429739,231,129,70,32,False,True,38
534,38,Let me guess--first time ordering from Amazon?,1.58008658008658,0.0475779642429739,231,129,70,32,True,True,46
534,39,"If it tells you to try Apple products, resist the temptation.",1.58008658008658,0.0513818824153958,231,139,50,42,False,True,61
534,40,I think we should stick with pink slips.,1.5782608695652174,0.0465419540904825,230,126,75,29,False,True,40
534,41,Predatory lending is down the hall.,1.5782608695652174,0.0496984077455607,230,134,59,37,False,True,35
534,42,We found what was jamming the printer.,1.5764192139737991,0.0506437270949484,229,136,54,39,False,True,38
534,43,"No, no, I asked if you guys could find Ann a condo.",1.5764192139737991,0.0510205102334399,229,137,52,40,False,True,51
534,44,This decision may come back to bite us.,1.5707964601769913,0.0463765225242137,226,124,75,27,False,True,39
534,45,I see you've found the cause of the paper jam.,1.5695067264573992,0.0513763708905045,223,134,51,38,False,True,46
534,46,"Tell him again , we don't use Apple products here and we won't be tempted to.",1.5636363636363635,0.0507537807667872,220,131,54,35,False,True,77
534,47,Let's stick with the gekko,1.5636363636363635,0.0507537807667872,220,131,54,35,False,False,26
534,48,I don't think I.T. entirely understood my mouse problem.,1.5622119815668205,0.0491891363534138,217,125,62,30,False,True,56
534,49,I said I wanted a bigger STAKE in the company.,1.5616438356164384,0.0501177467032026,219,129,57,33,False,True,46
534,50,"No, what I said was that we need a bigger STAKE in the company.",1.5616438356164384,0.0484171580483734,219,125,65,29,False,True,63
534,51,Get him a desk in Legal.,1.5601851851851851,0.0506668690905688,216,128,55,33,False,True,24
534,52,I thought we agreed not to invite Legal to this meeting.,1.5596330275229358,0.0519612334808543,218,133,48,37,False,True,56
534,53,"Um, I think we should go back to thinking 'inside the box'.",1.558139534883721,0.0486780819031423,215,123,64,28,False,True,59
534,54,"Oh dear, another case of reptile dysfunction.",1.558139534883721,0.0521277867052991,215,131,48,36,False,True,45
534,55,I'm afraid this idea doesn't have any legs,1.558139534883721,0.0473196494533189,215,120,70,25,False,False,42
534,56,I think we figured out the reason for the huge employee turnover on the fourth floor.,1.5555555555555556,0.0476251995533952,216,122,68,26,False,True,85
534,57,"His résumé said he used to work at Amazon, which is technically true.",1.55188679245283,0.0505777329083652,212,126,55,31,False,True,69
534,58,Put him in charge of low-hanging fruit.,1.55188679245283,0.0523158671214969,212,130,47,35,False,True,39
534,59,"Impressive, but the other attorneys brought a mongoose.",1.5510204081632653,0.0532781461394216,196,118,48,30,False,True,55
534,60,We've had complaints that your emotional support animal keeps eating other emotional support animals.,1.5497630331753554,0.0520895987261955,211,129,48,34,False,True,101
