contest,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
517,0,Jury of your peers? Ah... I don't think so.,2.75,0.2886751345948128,4,0,1,3,True,True,43
517,1,Good news: you may get life.,2.75,0.2886751345948128,4,0,1,3,False,True,28
517,2,We're unable to find a jury of your peers.,2.75,0.2886751345948128,4,0,1,3,False,True,42
517,3,"Yes, I'm all for the death penalty, but this is traffic court.",2.75,0.2886751345948128,4,0,1,3,False,True,62
517,4,If only we could stop the next witness from testifying.,2.6666666666666665,0.408248290463863,3,0,1,2,False,True,55
517,5,Bad news. Famine just turned state's witness.,2.6666666666666665,0.408248290463863,3,0,1,2,False,True,45
517,6,Let me show you how a real soul-sucking job is done.,2.6666666666666665,0.408248290463863,3,0,1,2,False,True,52
517,7,"No, we can't ask for the death penalty",2.6666666666666665,0.408248290463863,3,0,1,2,False,False,38
517,8,Try to look innocent.,2.5,0.2886751345948128,4,0,2,2,False,True,21
517,9,"So, do we feel good or bad about the death penalty?",2.5,0.2886751345948128,4,0,2,2,True,True,51
517,10,"It looks grim, no doubt about it.",2.5,0.5,4,1,0,3,False,True,33
517,11,It would be time for that killer closing you keep talking about.,2.5,0.7071067811865476,2,0,1,1,False,True,64
517,12,"We're good, as long as they don't bring up your priors",2.5,0.2886751345948128,4,0,2,2,False,False,54
517,13,Your priors are going to be a problem.,2.5,0.2886751345948128,4,0,2,2,False,True,38
517,14,I'm a lawyer...I sold my soul a long time ago.,2.5,0.2886751345948128,4,0,2,2,False,True,46
517,15,No. You can't approach the witness.,2.5,0.2886751345948128,4,0,2,2,False,True,35
517,16,"No, I don't think carrying out the death penalty will be part of your community service.",2.5,0.2886751345948128,4,0,2,2,False,True,88
517,17,"We'll appeal on the grounds that it's not only cruel and unusual punishment, but sort of ironic, too.",2.5,0.2886751345948128,4,0,2,2,False,True,101
517,18,"Since you're already dead, they'll give you life.",2.5,0.7071067811865476,2,0,1,1,False,True,49
517,19,Their case is strong. Brace yourself: You may get life.,2.5,0.5,4,1,0,3,False,True,55
517,20,"I'm ethically precluded from advising you what to do, but, yes, if their star witness were to die, the case would be dismissed.",2.5,0.5,4,1,0,3,False,True,127
517,21,I must advise you that it looks grim.,2.5,0.5,4,1,0,3,False,True,37
517,22,Know of any newly available rent-controlled apartments?,2.5,0.5,4,1,0,3,True,True,55
517,23,"I say we go with the, ""identity theft"" defense.",2.333333333333333,0.6666666666666669,3,1,0,2,False,True,47
517,24,I'm thinking the death penalty would be win-win.,2.333333333333333,0.408248290463863,3,0,2,1,False,True,48
517,25,Don't worry. We were able to dig up a couple of witnesses.,2.333333333333333,0.6666666666666669,3,1,0,2,False,True,58
517,26,Mint?,2.333333333333333,0.6666666666666669,3,1,0,2,True,True,5
517,27,Good news. It's the death sentence.,2.333333333333333,0.6666666666666669,3,1,0,2,False,True,35
517,28,What do you mean you're confident it will be a hung jury?,2.333333333333333,0.408248290463863,3,0,2,1,True,True,57
517,29,I think we should enter a plea of inevitable.,2.333333333333333,0.6666666666666669,3,1,0,2,False,True,45
