contest,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
662,Did you see the rock he gave her.,2.160225988700565,0.0066036057842166,13275,2949,5250,5076,False,True,33
662,She's lucky. All the men I date are gatherers.,2.095025246254449,0.0068094231604794,12081,2864,5205,4012,False,True,46
662,They met at the opera,2.0867748279252702,0.0067209352724871,12204,2880,5385,3939,False,False,21
662,Now I know why she calls him Hun.,2.0260822314798044,0.0073747054793078,11042,3175,4404,3463,False,True,33
662,I hear that they met on a Viking cruise.,1.962962962962963,0.0076977284154755,10692,3592,3904,3196,False,True,40
662,It's progress. Her first husband was such a Neanderthal.,1.9628416323474351,0.0074071575457337,10684,3337,4407,2940,False,True,56
662,"So, is this your first Minnesota wedding?",1.9364323428926389,0.0082692396402838,9659,3516,3241,2902,True,True,41
662,“It’s about time they settled down and razed a village.”,1.9288656350885005,0.0083648029927374,8983,3165,3292,2526,False,False,56
662,They met clubbing.,1.9204666990763248,0.0077170375671533,10285,3591,3921,2773,False,True,18
662,...of course he 'takes' that woman. He's a viking. That's what they do.,1.883016503029037,0.0080212865375035,9574,3574,3546,2454,False,True,71
662,They're registered at Blood Bath and Beyond.,1.880703683342496,0.0085296559544326,9095,3616,2948,2531,False,True,44
662,Who knew there was a black rabbi in Norway?,1.8721020092735705,0.0094461042287508,7764,3249,2259,2256,True,True,43
662,I love that no one wears the pants in their relationship.,1.869190770230744,0.0097420110964842,6154,2252,2455,1447,False,True,57
662,Kind of encouraging people can still find love in their middle ages.,1.8548596112311015,0.0091501025506995,6945,2596,2761,1588,False,True,68
662,He’s made a fortune in hostile takeovers.,1.847918546204408,0.0088724730725771,7759,3049,2841,1869,False,True,41
662,I’m leaving before she tosses the sword.,1.843054619015509,0.0101251518562756,5932,2342,2179,1411,False,True,40
662,Don’t even think of objecting.,1.8426793670302657,0.0095592820118191,6509,2528,2477,1504,False,True,30
662,They met on Ancestry.com.,1.8404729266620976,0.0103167949692119,5836,2352,2063,1421,False,True,25
662,She did describe him as horny.,1.783709912536443,0.0104625233497393,5488,2370,1935,1183,False,True,30
662,Tonight we’re gonna party like it’s 999.,1.7776022745221924,0.0097105229591893,6331,2750,2239,1342,False,True,40
662,I give it two harvests.,1.7741090909090909,0.0090728633653024,6875,2897,2634,1344,False,True,23
662,It's a mixed marriage: he's a plunderer and she's a pillager.,1.7720991860685216,0.0102567432579968,5283,2207,2073,1003,False,True,61
662,Doesn't she look ravaging!,1.758111031002163,0.010074313263783,5548,2395,2100,1053,False,True,26
662,I could have done without the reading from Beowulf.,1.7463157894736845,0.0143051626070399,2850,1284,1005,561,False,True,51
662,I hear they met on one of those Viking Cruises.,1.7357723577235773,0.0336569495194752,492,219,184,89,False,True,47
662,Let's hope tonight's the annual bath.,1.7333155008693326,0.0089925318199436,7477,3523,2425,1529,False,True,37
662,The third usher objected to the marriage.,1.7329093799682036,0.0222131950931038,1258,603,388,267,False,True,41
662,"So I said to her, ""Marge, you're never going to meet a real man online.  Why don't you try one of those Viking Cruises?""",1.7259591429995018,0.0096649626706115,6021,2744,2183,1094,True,False,120
662,I shaved my legs for this?,1.7176732123008522,0.010288351743419,5398,2519,1884,995,True,True,26
662,Suddenly these bridesmaids’ dresses don’t seem so bad.,1.7163382594417078,0.010251413059241,4872,2134,1986,752,False,True,54
662,Her last husband’s funeral boat isn’t even cold yet.,1.710293526336952,0.0107819436008647,4974,2367,1681,926,False,True,52
662,I guess this means that the reception dinner meal is all paleo.,1.707595526561044,0.0113631769201409,4292,2000,1547,745,False,True,63
662,"The invitation said nine thirty, but I thought A.M., not A.D.",1.7056558363417569,0.0117846531532169,4155,1990,1398,767,False,True,61
662,They met on Plundr.,1.7033140452393478,0.0123868529712677,3802,1840,1250,712,False,True,19
662,Now he wants to be called Erik the Wed.,1.6997648288476614,0.0122354940978079,3827,1843,1290,694,False,True,39
662,They plan to invade England for their honeymoon.,1.6965185524507558,0.011252123998648,4366,2070,1551,745,False,True,48
662,They're registered at Sacks.,1.690807799442897,0.0125544955328197,3590,1742,1216,632,False,True,28
662,If there is anyone who has a reason to object to this union my advice is to keep your mouth shut.,1.6902998889300258,0.0101518004231779,5402,2599,1877,926,False,True,97
662,"Wow, that's quite a rock he got her.",1.686091686091686,0.0205828412626804,1287,616,459,212,False,True,36
662,The pre-nup is set in stone.,1.681592039800995,0.0131721506370369,3216,1572,1096,548,False,True,28
662,Did you see the size of her rock?,1.6782551656280749,0.0136334660607964,3049,1512,1006,531,True,True,33
662,"Blind date, parking lot, Vikings vs Raiders.",1.6704087507196317,0.0127183306332468,3474,1737,1145,592,False,True,44
662,I will regret getting her into Game of Thrones until the day I die.,1.665086887835703,0.0299561415855631,633,321,203,109,False,True,67
662,"When she said she was marrying Norman, I assumed that was the guy's name.",1.6599690880989182,0.0128962436681911,3235,1607,1121,507,False,True,73
662,A black minister marrying a Viking couple under a chuppah. Now that's diversity,1.6511710432931157,0.0140726641386079,2818,1449,903,466,False,False,79
662,It's always the wife who converts.,1.65015479876161,0.012955896553196,3230,1638,1084,508,False,True,34
662,She's from Green Bay but she was always a Vikings fan.,1.6459566074950691,0.0231795967310039,1014,519,335,160,False,True,54
662,"I hear they met at the opera.""",1.6388364185870796,0.014302433114992,2647,1367,869,411,False,False,30
662,Remember to go for the handle when you catch the sword.,1.633879781420765,0.0237655675016918,915,465,320,130,False,True,55
662,She met him clubbing,1.627666896077082,0.0188238812897877,1453,745,504,204,False,False,20
662,I heard she has a Hun in the oven.,1.624946604015378,0.0155272292833604,2341,1264,691,386,False,True,34
662,"It's her first marriage, and his first consensual one.",1.6182224706539967,0.0171447756948337,1789,942,588,259,False,True,54
