contest,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
596,0,"C’mon, live a little.",2.019902912621359,0.0191174445335192,2060,755,509,796,False,True,21
596,1,"C’mon, live a little.",1.9744232698094284,0.0193091549362467,1994,767,511,716,False,True,21
596,2,"No, thanks. I'm just here to kill time.",1.8175182481751824,0.0389246184183548,411,172,142,97,False,True,39
596,3,Just one. I have to get up in the morning and you don't.,1.8136300417246176,0.0303979678778782,719,318,217,184,False,True,56
596,4,Last call? You have no idea.,1.7909967845659165,0.0301374921710829,622,254,244,124,True,True,28
596,5,Here's to you and taxes.,1.7535211267605637,0.0482029728054672,284,137,80,67,False,True,24
596,6,"C’mon, one won’t kill ya.",1.75,0.0340872025500891,512,232,176,104,False,True,25
596,7,Here’s to drinking like there’s no tomorrow.,1.7281879194630871,0.0449696806639971,298,141,97,60,False,True,44
596,8,Can't - I'm on the job.,1.7104072398190044,0.0342706973727843,442,197,176,69,False,True,23
596,9,Last call.,1.7092457420924574,0.0272059872286411,822,404,253,165,False,True,10
596,10,"Thanks, but I prefer spirits.",1.6989351403678603,0.02422022122747,1033,515,314,204,False,True,29
596,11,I guess one more won’t kill me,1.6837606837606838,0.0344376309508158,468,227,162,79,False,False,30
596,12,"After flirting with Death all afternoon, Bob finally makes his move.",1.6808236808236807,0.0216738290836525,1554,894,262,398,False,True,68
596,13,“Last Call” You probably hear that a lot,1.662790697674419,0.0351644797518196,430,211,153,66,False,False,40
596,14,It's happy hour? Well this is awkward.,1.6583143507972664,0.0368248063686438,439,231,127,81,True,True,38
596,15,Last call.,1.65234375,0.0246057775371389,1024,557,266,201,False,True,10
596,16,No thanks. I'm waiting for someone.,1.651851851851852,0.0474133446646981,270,145,74,51,False,True,35
596,17,I swear I used to be everyone's biggest fear until some time late last January,1.628491620111732,0.0401074197144557,358,194,103,61,False,False,78
596,18,"No thanks, I prefer spirits.",1.611913357400722,0.0227195783372976,1108,615,308,185,False,True,28
596,19,The good news--no hangover tomorrow...,1.6104218362282878,0.0368369854488111,403,219,122,62,False,True,38
596,20,"Okay, you got one more day if you're buying.",1.6009501187648456,0.034704271991669,421,224,141,56,False,True,44
596,21,Ironically it is Miller time... Mr. Miller.,1.5685884691848906,0.0347765962808908,503,308,104,91,False,True,43
596,22,"I said ""you're toast"", not ""your toast""",1.5606060606060606,0.0326188047419383,528,315,130,83,False,False,39
596,23,You look like you're ready for a cold one.,1.5601023017902813,0.0362460384413909,391,224,115,52,False,True,42
596,24,I think I'll pass. I'm your designated driver.,1.5495495495495497,0.031204366942818,555,331,143,81,False,True,46
596,25,"Sure, I’ve got a few minutes to kill.",1.5447619047619048,0.0333622972258139,525,327,110,88,False,True,37
596,26,No thanks. I'm the designated reaper.,1.536523929471033,0.0360859146486479,397,237,107,53,False,True,37
596,27,"No thanks, I prefer spirits.",1.5301724137931034,0.0340842156387815,464,285,112,67,False,True,28
596,28,A quick one but then we have to go.,1.5257270693512304,0.0331780377462899,447,266,127,54,False,True,35
596,29,I must admit you're taking it really well.,1.5195822454308094,0.0369362336340986,383,236,95,52,False,True,42
596,30,"None for me, thanks. I'm your designated driver.",1.517073170731707,0.0369042102411828,410,261,86,63,False,True,48
596,31,"Hey buddy, one drink ain't gonna kill ya!",1.512690355329949,0.0361576399334723,394,244,98,52,False,True,41
596,32,I'm here for last call.,1.5027624309392265,0.0375739668401796,362,227,88,47,False,True,23
596,33,I've always preferred you over taxes!,1.5027472527472527,0.0378201930494157,364,230,85,49,False,True,37
596,34,"Nah, you have 'em both. I'll see you on the drive home.",1.501392757660167,0.0394233839188996,359,234,70,55,False,True,55
596,35,"Thanks, but I only consume spirits",1.5,0.0390443777884193,354,228,75,51,False,False,34
596,36,"No, thank you, I have to work in a few minutes.",1.5,0.038424586405679,354,225,81,48,False,True,47
596,37,You play hockey ??,1.4985754985754989,0.0393009000767151,351,227,73,51,True,True,18
596,38,"Last call, buddy.",1.497093023255814,0.0394892785544081,344,222,73,49,False,True,17
596,39,"In his current, inebriated state, Walt didn't realize he was flirting with Death.",1.497093023255814,0.0405481766461143,344,227,63,54,False,True,81
596,40,No thanks. And you might want both of them.,1.4940119760479045,0.0392664417261091,334,213,77,44,False,True,43
596,41,"Thanks, but one of us has to wake up tomorrow morning.",1.4874213836477987,0.0409993708628806,318,208,65,45,False,True,54
596,42,I don't think you should run a tab.,1.4838709677419355,0.0407953287251747,310,201,68,41,False,True,35
596,43,"So I tells my old lady, 'Oh yeah, well, maybe I'll have two tonight, and maybe I won't come home.",1.482084690553746,0.0392402276674748,307,193,80,34,False,True,97
596,44,Does this mean Happy Hour is over?,1.481967213114754,0.04050889873266,305,196,71,38,True,True,34
596,45,Here's to a long life.,1.481967213114754,0.04050889873266,305,196,71,38,False,True,22
596,46,Hey … we’re both left-handed.,1.4798657718120805,0.0417645713878737,298,195,63,40,False,True,29
596,47,"Actually, a cold one is exactly what I had in mind",1.4781144781144782,0.040487371221812,297,190,72,35,False,False,50
596,48,"Aw, c'mon, another one isn't gonna kill either of us.",1.4756944444444444,0.04257571952463,288,190,59,39,False,True,53
596,49,Live a little.,1.4714285714285715,0.0413809603354307,280,180,68,32,False,True,14
596,50,Here! Don't look so grim.,1.4714285714285715,0.0413809603354307,280,180,68,32,False,True,25
596,51,“To life” – really?,1.4712230215827338,0.0440274639298388,278,187,51,40,True,True,19
596,52,Looks like we're both here to grab a cold one.,1.469314079422383,0.0441451426307826,277,187,50,40,False,True,46
596,53,"If that's pumpkin spice, I'll have to kill you.",1.4669117647058822,0.0438449125330998,272,182,53,37,False,True,47
596,54,"Sorry, I don't drink and scythe.",1.4669117647058822,0.0447635368110858,272,185,47,40,False,True,32
596,55,"On the bright side, you won't be hungover.",1.4669117647058822,0.0438449125330998,272,182,53,37,False,True,42
596,56,"I wish I could, but I'm with a client right now.",1.4638783269961977,0.0440007962202097,263,175,54,34,False,True,48
596,57,"This one's on me, looks like you had a day from hell.",1.4622222222222223,0.0458449961111388,225,146,54,25,False,True,53
596,58,"Have a beer man, you look pretty grim.",1.4615384615384617,0.0416141825977473,260,166,68,26,False,True,38
596,59,I got you the dark ale.,1.4588235294117646,0.0407050809321377,255,160,73,22,False,True,23
596,60,Thanks!....I love cold ones.....,1.4581673306772909,0.0430529659841647,251,163,61,27,False,True,32
596,61,Live a little.,1.4581673306772909,0.0434215429250713,251,164,59,28,False,True,14
596,62,No thanks. I never drink and scythe!,1.4556451612903225,0.0434249589497222,248,162,59,27,False,True,36
596,63,"Thanks, but no thanks...it goes right through me.",1.453061224489796,0.0410448603777189,245,154,71,20,False,True,49
596,64,I take it happy hour is about to end!,1.4522821576763485,0.0447254659353497,241,160,53,28,False,True,37
596,65,"I have time for just one and, to be honest, so do you.",1.4522821576763485,0.0447254659353497,241,160,53,28,False,True,54
596,66,Beer today; gone tomorrow.,1.446351931330472,0.0446110663268608,233,154,54,25,False,True,26
596,67,Don't tempt me.,1.4458874458874458,0.0469417812979511,231,158,43,30,False,True,15
596,68,Happy hour isn’t really my thing.,1.4458874458874458,0.0477369653752042,231,160,39,32,False,True,33
596,69,"What part of ""Last Call"" did you not understand?",1.4458874458874458,0.0469417812979511,231,158,43,30,True,True,48
596,70,"Come on, it won't kill you to have another one.",1.445414847161572,0.0421060535123773,229,145,66,18,False,True,47
596,71,"Um, the bet wasn't a beer, Dave...",1.445414847161572,0.0456000296676508,229,153,50,26,False,True,34
596,72,"Thanks, but I don't drink when I work.",1.443478260869565,0.0445991826926691,230,152,54,24,False,True,38
596,73,I’d kill for a nice cold one.,1.4424778761061947,0.0433939245980726,226,146,60,20,False,True,29
596,74,"All right, one more. But then it's time, Mr Miller.",1.4424778761061947,0.0460328240781856,226,152,48,26,False,True,51
596,75,I swear this will be my last one.,1.4419642857142858,0.0459013438836078,224,150,49,25,False,True,33
596,76,"No, thanks. I have to go to work in about two minutes.",1.4419642857142858,0.0436662476728205,224,145,59,20,False,True,54
596,77,No thanks. I'm here on business.,1.4389140271493213,0.0463442086120158,221,149,47,25,False,True,32
596,78,"EVEN BETTER, c’mon to my place an’ we’ll watch porn.",1.4383561643835616,0.0457478981133925,219,146,50,23,False,True,52
596,79,You look like I need a drink.,1.4377880184331795,0.0474225004102726,217,148,43,26,False,True,29
596,80,Are you meeting someone or just killing time?,1.4377880184331795,0.0451170317909077,217,143,53,21,True,True,45
596,81,No thanks. I'm waiting for someone.,1.4377880184331795,0.0474225004102726,217,148,43,26,False,True,35
596,82,Any friend of Steve Bannon is a friend of mine!,1.4350282485875707,0.0547859754794123,177,125,27,25,False,True,47
596,83,I guess one drink won't kill me.,1.4345794392523366,0.0465057632482556,214,144,47,23,False,True,32
596,84,"Yeah, actually, I'd kill for one right now...",1.4292682926829268,0.0494407727550308,205,143,36,26,False,True,45
596,85,That stuff will kill you.,1.4292682926829268,0.0489547342242071,205,142,38,25,False,True,25
596,86,"Thanks, but I think you’re going to need them both.",1.425,0.0461794076233358,200,133,49,18,False,True,51
596,87,"Okay, but it’s your funeral.",1.425,0.049842717446103,200,140,35,25,False,True,28
596,88,"If you say 'To Life' one more time, we're going to have a problem.",1.425,0.0493360438840677,200,139,37,24,False,True,66
596,89,I suppose one drink wouldn't kill me.,1.425,0.0488241125863977,200,138,39,23,False,True,37
596,90,"Ha, ha, what an outfit. You're killing me!",1.423469387755102,0.0445490342493132,196,127,55,14,False,True,42
596,91,"Wow! When they say last call, they really mean it.",1.4196891191709844,0.0473285645244691,193,130,45,18,False,True,50
596,92,"I hear ya, buddy boy. A dead-end job is just the worst. Bottoms up.",1.418848167539267,0.051027509640019,191,135,32,24,False,True,67
596,93,Here's to you and taxes.,1.4171122994652403,0.0529355712777954,187,135,26,26,False,True,24
596,94,Here's to 2018.,1.4171122994652403,0.0523896335188456,187,134,28,25,False,True,15
596,95,You do know this puts a little damper on happy hour...,1.4171122994652403,0.0465796483194415,187,124,48,15,False,True,54
596,96,"Sorry, I can't. I'm your designated driver.",1.413978494623656,0.046724646149568,186,124,47,15,False,True,43
596,97,Let's drink as if there is no tomorrow.,1.413978494623656,0.0503182709401777,186,130,35,21,False,True,39
596,98,So I take it happy hour is over?,1.413978494623656,0.0508925439448347,186,131,33,22,True,True,32
596,99,"No thanks, had to give it up, kept getting wrong names and addresses.",1.4131736526946108,0.0518369779969917,167,115,35,17,False,True,69
596,100,No thanks. I never drink and scythe!,1.4130434782608696,0.0489278903577888,184,126,40,18,False,True,36
596,101,"Thanks, but I prefer spirits.",1.4111111111111112,0.0457972272809449,180,118,50,12,False,True,29
596,102,I've been coming to this place for years but have never seen it this dead.,1.4111111111111112,0.0503179764263036,180,125,36,19,False,True,74
596,103,No thanks...that stuff will kill you.,1.4067796610169492,0.0515277214095865,177,125,32,20,False,True,37
596,104,I've got some bad news about happy hour.,1.4067796610169492,0.0515277214095865,177,125,32,20,False,True,40
596,105,"When you say ‘last call’, we’re still just talking about closing my tab, right?",1.4067796610169492,0.0515277214095865,177,125,32,20,True,True,79
596,106,Here dude... Thanks for clearing my field.,1.4067796610169492,0.0509009306228892,177,124,34,19,False,True,42
596,107,"Go ahead, one more won’t kill you.",1.4057142857142857,0.0513189855988928,175,123,33,19,False,True,34
596,108,"Aw, thanks, I could kill for a cold one right now.",1.4046242774566473,0.0517460621319466,173,122,32,19,False,True,50
596,109,"No, thanks. I'm just here to kill time.",1.4046242774566473,0.051092480963813,173,121,34,18,False,True,39
596,110,"Thanks, but I'm more into spirits.",1.4046242774566473,0.0476904071633819,173,116,44,13,False,True,34
596,111,"Yeah, buddy - Obamacare really hurt my business, too.",1.4046242774566473,0.0517460621319466,173,122,32,19,False,True,53
596,112,I’m only interested in spirits.,1.4022988505747127,0.04676750513872,174,116,46,12,False,True,31
596,113,"Well, I guess one wouldn’t kill me",1.4011627906976745,0.0506048575357188,172,120,35,17,False,False,34
596,114,That's one hell of a bottle opener.,1.4,0.052371534104001,170,121,30,19,False,True,35
596,115,"Tough week, eh? You look like Death.",1.4,0.0503382225707633,170,118,36,16,True,True,36
596,116,"Sorry Buddy, I only do spirits.",1.4,0.0514390115988303,165,115,34,16,False,True,31
596,117,"No, thanks. I don't drink and scythe.",1.3975903614457832,0.0559556480029596,166,123,20,23,False,True,37
596,118,Here you go: last call!,1.3975903614457832,0.0518933371702419,166,117,32,17,False,True,23
596,119,"Nah, that stuff will kill ya.",1.396341463414634,0.0508927500387911,164,114,35,15,False,True,29
596,120,"Thanks, but I can't. I'm on the job.",1.392638036809816,0.0503231869810272,163,113,36,14,False,True,36
596,121,"You know, before the election, people feared me.",1.392638036809816,0.0539548418413221,163,118,26,19,False,True,48
596,122,I guess one more wouldn't kill me.,1.392638036809816,0.0525323160925179,163,116,30,17,False,True,34
596,123,That stuff will kill you.,1.391304347826087,0.0537231176770378,161,116,27,18,False,True,25
596,124,Fair to assume I won't be having a hangover tomorrow?,1.391304347826087,0.0515097477986688,161,113,33,15,True,True,53
596,125,One more. Then I'm cutting you off.,1.391304347826087,0.0522579550866207,161,114,31,16,False,True,35
596,126,"Yeah, last call buddy.",1.391304347826087,0.0499797420479226,161,111,37,13,False,True,22
596,127,"No thanks, I'm your designated driver tonight.",1.391304347826087,0.0522579550866207,161,114,31,16,False,True,46
596,128,Let's have one for the road.,1.391304347826087,0.0499797420479226,161,111,37,13,False,True,28
596,129,You can have them both. I'll wait.,1.391304347826087,0.0537231176770378,161,116,27,18,False,True,34
596,130,The President just nominated me for Surgeon General.,1.3885350318471337,0.0531927564548679,157,112,29,16,False,True,52
