contest,rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
519,0,He's not brave. It's deer season.,2.1,0.1762175688714021,20,5,8,7,False,True,33
519,1,We might be empty nesters sooner than we thought.,2.1,0.190567020949807,20,6,6,8,False,True,49
519,2,This may be his final tweet.,2.0526315789473686,0.2090592155756664,19,7,4,8,False,True,28
519,3,I didn't realize that 'riding shotgun' was an actual thing.,2.0,0.1777046633277277,20,6,8,6,False,True,59
519,4,"Same decoy as last year. Honestly, I don't known why he bothers.",2.0,0.1951800145897066,21,8,5,8,False,True,64
519,5,"If I were a protected species, I would show off too.",1.9523809523809523,0.1886820262491328,21,8,6,7,False,True,52
519,6,"Admit it, Honey--we lack parenting skills.",1.95,0.1697521412933699,20,6,9,5,False,True,42
519,7,Endangered species are such show offs.,1.947368421052632,0.1617463939875945,19,5,10,4,False,True,38
519,8,"I think we're safe, it's Dick Cheney.",1.9130434782608696,0.1876950208787947,23,10,5,8,False,True,37
519,9,She always insists on riding shotgun.,1.9047619047619049,0.2059214124803776,21,10,3,8,False,True,37
519,10,You have to love mocking birds,1.9047619047619049,0.1940147503567939,21,9,5,7,False,False,30
519,11,We'd get more members if we eased off on the hazing.,1.9,0.190567020949807,20,8,6,6,False,True,52
519,12,It's genius actually.,1.9,0.2039091645032685,20,9,4,7,False,True,21
519,13,"Personally, I prefer not to ride shotgun if I can help it!",1.894736842105263,0.2007986516185893,19,8,5,6,False,True,58
519,14,Now THAT'S a mocking-bird.,1.8636363636363635,0.1650849780577346,22,8,9,5,False,True,26
519,15,Posttraumatic stress from a long career as coal mine canary.,1.8571428571428568,0.1862629258629328,21,9,6,6,False,True,60
519,16,"That, my friend, is chutzpah.",1.8571428571428568,0.1586507737995969,21,7,10,4,False,True,29
519,17,The kids call it ‘riding shotgun.’,1.8571428571428568,0.1428571428571428,21,6,12,3,False,False,34
519,18,I admire Steve for taking a stand on guns.,1.8571428571428568,0.1428571428571428,21,6,12,3,False,True,42
519,19,Why must that boy ALWAYS go out on a limb?,1.85,0.1956769625791715,20,9,5,6,True,True,42
519,20,Who's that chick riding shotgun?,1.8421052631578947,0.1913809142918546,19,8,6,5,True,True,32
519,21,You're right. Stockholm Syndrome.,1.8333333333333333,0.2021130208636108,18,8,5,5,False,True,33
519,22,That's what we get for homeschooling.,1.8235294117647056,0.2306527520787959,17,9,2,6,False,True,37
